Rank,Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers,Followers gained,Partnered,Mature,Language,Channel name
563,AlphaCast,302793150,80355,45107,3768,605115,52004,TRUE,FALSE,French,AlphaCast
564,R6esportsBR,302772405,56355,23864,5372,563080,50637,TRUE,FALSE,Portuguese,R6esportsBR
565,karlnetwork,302619810,15150,48130,19974,1318889,249155,TRUE,FALSE,English,karlnetwork
566,der_looper_,302536170,246720,13669,1226,96043,35560,TRUE,TRUE,German,der_looper_
567,KSPKSP,302522820,139575,7026,2167,103686,53201,TRUE,TRUE,Chinese,KSPKSP
568,BurkeBlack,301798395,166110,12676,1816,298217,8815,TRUE,TRUE,English,BurkeBlack
569,BotezLive,301663470,44265,29848,6814,1142729,135637,TRUE,FALSE,English,BotezLive
570,RRaenee,301434255,38220,31511,7886,653707,343610,TRUE,TRUE,Turkish,RRaenee
571,unsympathisch_tv,301318080,70365,27418,4282,1112714,140944,TRUE,TRUE,German,unsympathisch_tv
572,xXxTheFocuSxXx,300409425,103740,24684,2895,1646423,519693,TRUE,FALSE,Spanish,xXxTheFocuSxXx
573,FifaTargrean,299704590,158445,7572,1891,481283,43453,TRUE,FALSE,Thai,FifaTargrean
574,WilburSoot,299269080,7200,130218,41565,4636773,477643,TRUE,TRUE,English,WilburSoot
575,dasoku_aniki,299175885,152655,29690,1959,171366,56396,TRUE,FALSE,Japanese,蛇足 (dasoku_aniki)
576,Timmac,299110290,178035,17776,1680,583062,57023,TRUE,TRUE,English,Timmac
577,Xari,298035195,59775,53142,4985,399189,38766,TRUE,FALSE,French,Xari
578,dannyaarons,297295170,79695,18162,3730,516045,365007,TRUE,FALSE,English,dannyaarons
579,el_yuste,296431680,75315,19125,3935,145661,94787,TRUE,FALSE,Spanish,el_yuste
580,takesipon,295970025,101640,12046,2911,117960,18283,TRUE,FALSE,Chinese,踢虧 (takesipon)
581,wtf_winds123,295872540,121530,12579,2434,313990,20727,TRUE,TRUE,Chinese,大丸 (wtf_winds123)
582,pijack11,294981210,122475,11775,2408,553763,66857,TRUE,TRUE,Portuguese,pijack11
583,The_Happy_Hob,294234135,95295,15229,3087,305629,37553,TRUE,TRUE,English,The_Happy_Hob
584,csgo_mc2,293909370,56130,76284,5236,369296,80387,TRUE,FALSE,Russian,csgo_mc2
585,Ricoy,293176755,59805,21155,4902,335023,91133,TRUE,TRUE,Spanish,Ricoy
586,FarfadoxVEVO,292966275,45465,29436,6443,1248473,422922,TRUE,FALSE,Spanish,FarfadoxVEVO
587,VonDice,292232400,84600,21832,3454,210171,32867,FALSE,TRUE,English,VonDice
588,taxi2g,291868560,148890,14465,1960,352960,176399,TRUE,FALSE,English,taxi2g
589,edizderbreite,291575685,93255,9174,3126,127604,79385,FALSE,TRUE,German,edizderbreite
590,DVM_Medja,291242835,114465,7861,2544,195048,49560,TRUE,TRUE,French,DVM_Medja
591,ZLOYn,290047290,59850,74131,4846,822989,260694,TRUE,TRUE,Russian,ZLOYn
592,Beast1k,287380560,162795,9915,1765,56871,45712,TRUE,TRUE,English,Beast1k
593,Nadeshot,287236680,60900,47199,4716,1941994,247833,FALSE,TRUE,English,Nadeshot
594,MrSavage,286742460,35745,38746,8021,2782229,401632,TRUE,FALSE,English,MrSavage
595,guanweiboy,286318110,87600,11631,3268,119549,34413,TRUE,FALSE,Chinese,冠緯 (guanweiboy)
596,PrimeVideo,286256370,7200,147379,39757,535156,189400,TRUE,FALSE,English,PrimeVideo
597,blxckoutz,285433050,511740,15239,557,1503053,141274,TRUE,FALSE,Portuguese,blxckoutz
598,WELOVEGAMES,284116455,128745,8643,2206,450901,11421,TRUE,FALSE,Russian,WELOVEGAMES
599,orangemorange,283670895,78390,13373,3618,533754,60605,TRUE,TRUE,German,orangemorange
600,Smurf_tv,283591710,145095,7863,1954,66430,27983,TRUE,FALSE,Russian,Smurf_tv
601,boyMinORu,283527660,156885,17100,1807,680826,177239,TRUE,TRUE,Thai,boyMinORu
602,Hayashii,283026990,90000,30281,3144,393537,45553,TRUE,FALSE,Portuguese,Hayashii
603,shongxbong,281546895,22545,54620,12488,1363853,286449,TRUE,FALSE,Arabic,shongxbong
604,Naowh,281026275,120795,37876,2326,239552,53904,TRUE,FALSE,English,Naowh
605,lol_ambition,280776330,89325,26989,3143,470771,20489,TRUE,FALSE,Korean,앰비션_ (lol_ambition)
606,woohankyung,280109700,52965,20450,5288,418755,221441,TRUE,TRUE,Korean,한갱 (woohankyung)
607,Kubx,279745605,188145,10127,1486,356639,125921,TRUE,FALSE,Polish,Kubx
608,icebergdoto,279673800,76155,9776,3672,364317,80087,TRUE,FALSE,Russian,icebergdoto
609,Dakillzor,279542025,199935,23643,1398,161358,41007,TRUE,TRUE,English,Dakillzor
610,AyeZee,279030375,48720,12184,5727,152790,42486,TRUE,TRUE,English,AyeZee
611,Greekgodx,278878755,90540,18378,3080,1624289,114951,TRUE,TRUE,English,Greekgodx
612,StRoGo1337,278560680,58440,16561,4766,366122,295897,FALSE,FALSE,Russian,StRoGo1337
613,Crystal_LoL,278469315,131340,10528,2120,312043,35812,TRUE,FALSE,Turkish,Crystal_LoL
614,PAGO3,277433835,119460,29849,2322,718976,80910,TRUE,FALSE,Polish,PAGO3
615,Bawkbasoup,277202655,138495,7019,2001,151154,20554,TRUE,TRUE,English,Bawkbasoup
616,Maya,277191765,35655,33889,7774,725670,159625,TRUE,FALSE,English,Maya
617,Natsumiii,276788700,124635,60722,2220,529761,58080,TRUE,FALSE,English,Natsumiii
618,frametamer666,276321390,44235,57685,6246,651661,646465,TRUE,FALSE,Russian,frametamer666
619,yuyuta0702,276246915,63150,20986,4374,139262,137676,FALSE,FALSE,Japanese,ゆゆうた押忍 (yuyuta0702)
620,LOLITOFDEZ,275983245,29295,69509,9420,2916335,524769,TRUE,FALSE,Spanish,LOLITOFDEZ
621,uhSnow,275742930,86865,11194,3174,239210,31463,TRUE,TRUE,English,uhSnow
622,ilGabbrone,275594565,115020,13607,2396,539847,131959,TRUE,TRUE,Italian,ilGabbrone
623,Grimmmz,275435580,195315,17626,1410,1036956,7652,TRUE,TRUE,English,Grimmmz
624,ESL_SC2,274274670,279630,31140,980,372312,15300,TRUE,FALSE,English,ESL_SC2
625,Fairlight_Excalibur,274256985,194775,4339,1408,401667,997,TRUE,FALSE,English,Fairlight_Excalibur
626,AverageJonas,274040610,155880,30754,1758,897620,297104,TRUE,FALSE,English,AverageJonas
627,BruceGrannec,274025970,94305,20974,2905,664085,64901,TRUE,FALSE,French,BruceGrannec
628,pgl_csgo,273360330,10500,167151,26034,406046,171203,TRUE,FALSE,English,pgl_csgo
629,Strippin,273190110,132105,13054,2067,315395,9959,TRUE,FALSE,English,Strippin
630,JUJALAG,273102975,91620,15879,2980,396852,163471,TRUE,FALSE,Spanish,JUJALAG
631,BoxyFresh,273004125,91755,9361,2975,131919,41924,TRUE,TRUE,English,BoxyFresh
632,Felps,272662935,105135,10240,2593,1245183,122444,TRUE,FALSE,Portuguese,Felps
633,LukiSteve,272325690,49065,28973,5550,265191,88586,TRUE,FALSE,Polish,LukiSteve
634,bananabrea,272093940,158760,14035,1713,239911,27958,TRUE,TRUE,English,bananabrea
635,HOLLYWOOD285,271147110,153090,8519,1771,295409,86743,TRUE,FALSE,Italian,HOLLYWOOD285
636,itsHafu,270796710,144060,20625,1879,1279082,-19501,TRUE,FALSE,English,itsHafu
637,tommyinnit,270005775,7275,106227,37114,7359405,514579,TRUE,FALSE,English,tommyinnit
638,yd0821,268611300,27765,23609,9674,339340,14949,TRUE,FALSE,Korean,양띵 (yd0821)
639,bt0tv,267762360,191790,37017,1396,387325,72170,TRUE,FALSE,Portuguese,bt0tv
640,Chap,267611175,138075,40326,1938,1346952,9740,TRUE,FALSE,English,Chap
641,Method,267381165,44475,17751,6011,376549,1726,TRUE,FALSE,English,Method
642,KhaosAdam,267379215,144750,11294,1847,92900,39983,TRUE,FALSE,English,KhaosAdam
643,akarindao,267237540,127950,11649,2088,228062,211091,TRUE,FALSE,Japanese,濃いめのあかりん (akarindao)
644,evelone2004,267062655,22035,56415,12119,513270,400628,FALSE,FALSE,Russian,evelone2004
645,TrU3Ta1ent,266846115,120600,8805,2212,682042,21437,TRUE,FALSE,English,TrU3Ta1ent
646,metashi12,266666835,89505,38267,2979,166568,40937,TRUE,TRUE,German,metashi12
647,Annoying,266543160,83835,10275,3179,681860,59708,TRUE,FALSE,English,Annoying
648,Leynainu,266438655,117930,5453,2259,906956,160298,TRUE,FALSE,English,Leynainu
649,Nikolarn,265531485,76230,24960,3483,633668,188145,TRUE,FALSE,English,Nikolarn
650,nanayango3o,265516425,133125,15843,1994,217617,17029,TRUE,FALSE,Korean,나나양 (nanayango3o)
651,valorantleague_tr,264457320,75270,69785,3513,455369,77234,TRUE,FALSE,Turkish,valorantleague_tr
652,Teuf,264452745,105930,16368,2496,284269,49212,TRUE,TRUE,French,Teuf
653,Skermz,263897925,100545,5111,2624,117873,85033,TRUE,TRUE,English,Skermz
654,omie,263725620,76185,22877,3461,218972,108196,TRUE,FALSE,English,omie
655,TcK10,263637255,172515,5968,1528,197075,149386,TRUE,TRUE,Portuguese,TcK10
656,Crystalst,263598330,255660,18697,1031,222655,45578,TRUE,FALSE,English,Crystalst
657,BrawlStars,263251935,12105,279919,21747,234268,68957,FALSE,FALSE,English,BrawlStars
658,xmerghani,263066820,60045,15369,4381,288523,160590,TRUE,FALSE,Polish,xmerghani
659,QuarterJade,261827865,47430,17543,5520,1005743,203421,TRUE,FALSE,English,QuarterJade
660,tarzaned,261732045,92730,11169,2822,526235,59415,TRUE,TRUE,English,tarzaned
661,rtparenacsgo,260620245,98805,29846,2637,209751,38215,TRUE,FALSE,Portuguese,RTP Arena CS:GO (rtparenacsgo)
662,RiffTrax,259581840,520080,1965,499,107549,11535,TRUE,FALSE,English,RiffTrax
663,lilsimsie,258763155,63345,22413,4084,703568,172125,TRUE,FALSE,English,lilsimsie
664,DessT3,258657960,105660,18709,2448,365771,112994,TRUE,TRUE,Spanish,DessT3
665,matsuri_hs,258569700,158370,4949,1632,14381,5199,TRUE,TRUE,Japanese,matsuri_hs
666,Loeya,257515020,124425,7095,2069,1570095,104537,TRUE,FALSE,English,Loeya
667,beryl_lulu,257405655,80895,15166,3181,363087,83666,TRUE,FALSE,Chinese,貝莉莓41 (beryl_lulu)
668,maoruya,257177160,113445,10657,2266,111257,108277,TRUE,FALSE,Korean,마왕루야_ (maoruya)
669,pekeasmr,257038290,218175,2668,1178,295183,187237,TRUE,TRUE,English,pekeasmr
670,AvoidingThePuddle,256859115,68025,20916,3775,404154,21073,TRUE,TRUE,English,AvoidingThePuddle
671,Zemie,256812540,157455,20140,1631,764865,416215,TRUE,FALSE,English,Zemie
672,ALOHADANCETV,256801395,124410,14330,2064,792025,96742,TRUE,TRUE,Russian,ALOHADANCETV
673,namin1004,256795395,76425,7404,3360,213794,132445,TRUE,FALSE,Chinese,나민님 (namin1004)
674,AmazonMusic,255910365,25275,190841,10125,558927,232579,TRUE,FALSE,English,AmazonMusic
675,rAx1337,255635430,192720,7756,1326,156143,68902,TRUE,FALSE,German,rAx1337
676,bateson87,255382935,109905,19721,2323,980826,115256,TRUE,FALSE,English,bateson87
677,Limmy,254293710,85845,6696,2962,440687,59812,TRUE,TRUE,English,Limmy
678,StRoGo,253972170,21465,46255,11831,1042694,338323,TRUE,FALSE,Russian,StRoGo
679,Dunduk,253570770,93780,15899,2703,110283,30974,TRUE,FALSE,Russian,Dunduk
680,Xop0,253342995,382980,5626,661,142605,-1682,FALSE,FALSE,Russian,Xop0
681,AsunaWEEB,253283475,35310,26003,7173,798135,241485,TRUE,FALSE,English,AsunaWEEB
682,Albralelie,253139985,148470,17940,1704,597480,92465,TRUE,FALSE,English,Albralelie
683,HoneyPuu,253123065,111030,14966,2279,522036,216363,TRUE,FALSE,German,HoneyPuu
684,Crown,253059720,19650,130749,12878,186050,143687,TRUE,FALSE,English,Crown
685,Sintica,253007835,106710,9591,2370,295508,40438,TRUE,TRUE,German,Sintica
686,MenosTrece,252603990,89085,17748,2835,1084956,137313,TRUE,FALSE,Spanish,MenosTrece
687,Rush,252074325,39615,15042,6363,609779,90833,TRUE,FALSE,English,Rush
688,Malinkaa98,251692095,349575,3465,719,237413,77173,TRUE,FALSE,English,Malinkaa98
689,velox,251615715,142980,9214,1759,519398,43177,TRUE,FALSE,Italian,velox
690,109ace,251435490,146625,7688,1714,205119,5754,TRUE,FALSE,Korean,철면수심 (109ace)
691,Jay3,251107170,188700,16835,1330,412778,95770,TRUE,FALSE,English,Jay3
692,flurry1989,250685085,127875,11420,1960,208861,9680,TRUE,FALSE,Korean,플러리 (flurry1989)
693,samueletienne,250232520,51165,38340,4890,552821,102831,TRUE,FALSE,French,samueletienne
694,StaysafeTV,249570165,162495,17772,1535,220161,18256,TRUE,TRUE,English,StaysafeTV
695,ibabyrainbow,249215415,134355,4785,1854,643106,55471,TRUE,FALSE,English,ibabyrainbow
696,nyanners,248856045,32640,27613,7624,989837,290354,TRUE,TRUE,English,nyanners
697,keanelol,248700345,127560,8505,1949,242481,34234,TRUE,FALSE,English,keanelol
698,willneff,248590530,60480,42123,4110,394616,76048,TRUE,FALSE,English,willneff
699,sal_gu,248321325,101190,8404,2454,231397,5064,TRUE,FALSE,Korean,살구__ (sal_gu)
700,Lacari,247785975,120930,13293,2049,321787,78906,TRUE,TRUE,English,Lacari
701,Broxah,247207275,84930,19261,2910,414448,84855,TRUE,FALSE,English,Broxah
702,rhffkddl96,246706740,259455,5810,950,28861,6939,TRUE,FALSE,Korean,꼴랑이임 (rhffkddl96)
703,Repaz,246498420,161910,11502,1522,660996,57309,TRUE,TRUE,German,Repaz
704,yumyumyu77,246432150,104130,10880,2366,306372,947,TRUE,FALSE,Korean,소풍왔니 (yumyumyu77)
705,gutitubo,246294735,80025,9343,3077,141505,45460,TRUE,FALSE,Japanese,ぐちつぼ (gutitubo)
706,Zoil,246067125,99735,17988,2467,162144,97278,TRUE,TRUE,English,Zoil
707,jakenbakeLIVE,245339925,115170,31972,2130,636545,72860,TRUE,FALSE,English,jakenbakeLIVE
708,mokrivskyi,245248485,26520,94641,9247,904835,452875,FALSE,FALSE,Russian,mokrivskyi
709,ATK,245066310,192705,10795,1271,106311,75094,TRUE,FALSE,English,ATK
710,llilka,244649355,46635,27234,5246,286328,130776,TRUE,FALSE,Korean,릴카 (llilka)
711,Tomato,244257375,62880,9319,3884,145492,16018,TRUE,TRUE,English,Tomato
712,Lysium,243159405,133140,7379,1826,249126,25049,TRUE,TRUE,English,Lysium
713,DieHahn,242698275,153285,6175,1583,225517,11857,TRUE,FALSE,German,DieHahn
714,KroozzNS,242229105,123210,14351,1965,374130,258364,FALSE,TRUE,Portuguese,KroozzNS
715,Cedduzzo,241319955,523545,3220,460,132697,42072,TRUE,FALSE,Italian,Cedduzzo
716,Fortnite,241259310,17520,94646,13770,5328990,492165,TRUE,FALSE,English,Fortnite
717,Kennzy,241153395,134010,17637,1799,375904,95227,TRUE,FALSE,Portuguese,Kennzy
718,bySL4M,240883920,52740,106769,4567,178499,139999,TRUE,FALSE,Russian,bySL4M
719,imPROBZZ,240826680,270375,2924,890,161516,59293,TRUE,FALSE,English,imPROBZZ
720,shanks_ttv,240803895,89895,10221,2678,390845,194972,TRUE,TRUE,English,shanks_ttv
721,Warframe,240517590,7515,333666,32005,1790749,183813,TRUE,FALSE,English,Warframe
722,he0901,240371700,218535,3782,1099,86904,24422,TRUE,FALSE,Korean,해기님 (he0901)
723,Sweatcicle,239759100,129210,53023,1855,370034,72190,TRUE,TRUE,English,Sweatcicle
724,parisplatynov,239725020,75945,17497,3156,388455,256217,TRUE,FALSE,Polish,parisplatynov
725,RTGame,239264625,54225,11416,4412,1125983,69333,TRUE,FALSE,English,RTGame
726,xkwhd,239094210,169380,13786,1411,228929,20782,TRUE,FALSE,Korean,피닉스박1 (xkwhd)
727,DashDucks,239037225,523545,9826,456,338632,60013,TRUE,FALSE,English,DashDucks
728,kumikomii,238870050,153195,3954,1559,246878,8026,TRUE,FALSE,Korean,고차비 (kumikomii)
729,Calebhart42,238193805,124575,7209,1912,204349,6685,TRUE,FALSE,English,Calebhart42
730,SkyshockTV,238191120,160035,11133,1488,155670,6302,TRUE,FALSE,Spanish,SkyshockTV
731,Pikabooirl,238108335,134805,8348,1766,389862,43511,TRUE,FALSE,English,Pikabooirl
732,chocoTaco,237449670,146205,21497,1624,1294479,48078,TRUE,FALSE,English,chocoTaco
733,alfrea,237282600,136695,9259,1735,97794,52246,TRUE,FALSE,Japanese,らいじん (alfrea)
734,chusommontero,237091755,77760,35167,3049,208574,74438,TRUE,FALSE,Spanish,chusommontero
735,Nadia,237073680,116700,31095,2031,879338,856656,TRUE,FALSE,English,Nadia
736,mlchoins,237062175,150405,12731,1576,170191,62540,FALSE,FALSE,Korean,명훈 (mlchoins)
737,Xaryu,236230275,131685,29801,1793,400301,53745,TRUE,FALSE,English,Xaryu
738,BagginsTV,235559100,91950,20666,2561,103596,32845,TRUE,FALSE,English,BagginsTV
739,callofduty,235452630,8760,164417,26878,1426001,326301,TRUE,FALSE,English,Call of Duty (callofduty)
740,Serpentgameplay,234692190,179460,5576,1307,241943,24479,TRUE,FALSE,Dutch,Serpentgameplay
741,LightFuryLF,234602115,105735,20456,2218,101747,14345,TRUE,FALSE,Thai,LightFuryLF
742,RocKy_,234536295,60255,14290,3892,394567,79491,TRUE,FALSE,French,RocKy_
743,Psychoghost,234429600,107820,34152,2174,137224,34486,TRUE,TRUE,English,Psychoghost
744,Evangelion0,234296490,115020,22181,2037,179286,43393,TRUE,FALSE,Spanish,Evangelion0
745,Atrioc,233064585,58155,16978,4007,305460,112701,TRUE,FALSE,English,Atrioc
746,TheKller,232832445,132810,3858,1753,88732,12419,TRUE,FALSE,German,TheKller
747,savyultras90,232189005,187335,13077,1239,141851,29535,TRUE,FALSE,Italian,savyultras90
748,JLAmaru,232123125,19740,40304,11759,910274,271512,TRUE,FALSE,French,JLAmaru
749,Kxpture,232066905,129585,3888,1790,242785,162699,TRUE,FALSE,English,Kxpture
750,holyphoenix,232041300,109335,7429,2122,289758,60744,TRUE,FALSE,Turkish,holyphoenix
751,OWOWOWOWOWOOW0,231983790,120000,11821,1933,92342,69394,TRUE,TRUE,Chinese,OWOWOWOWOWOOW0
752,sacy,231566430,49785,23261,4651,547046,179000,TRUE,TRUE,Portuguese,sacy
753,TheJRM_,231039975,83700,6753,2760,312946,114473,TRUE,FALSE,English,TheJRM_
754,wkgml,230555940,102780,7238,2243,553995,15261,TRUE,FALSE,Korean,견자희 (wkgml)
755,H0llyLP,230481765,135315,12207,1703,196904,12955,TRUE,TRUE,German,H0llyLP
756,Sonecarox,230476140,128925,13574,1787,200924,37029,TRUE,TRUE,Portuguese,Sonecarox
757,benjyfishy,230433735,47190,34062,4883,3918236,222414,TRUE,FALSE,English,benjyfishy
758,collet11,230119575,190395,12885,1208,263195,13139,TRUE,FALSE,Korean,코렛트 (collet11)
759,NymN,229932150,112665,36344,2040,304897,17751,TRUE,TRUE,English,NymN
760,nanajam777,229536780,77430,8456,2964,344019,52880,TRUE,FALSE,Korean,우정잉 (nanajam777)
761,TheGuill84,229166175,128100,11246,1788,397463,97156,TRUE,FALSE,French,TheGuill84
762,JonVlogs,228822990,57120,19557,4006,1123196,201712,FALSE,FALSE,Portuguese,JonVlogs
763,scump,228357900,24525,38781,9311,1350930,94958,TRUE,FALSE,English,scump
764,SunBaconRelaxer,228034215,130260,7320,1750,86931,7161,TRUE,FALSE,English,SunBaconRelaxer
765,TeeGrizzley,227440830,41790,10683,5442,921578,199211,TRUE,FALSE,English,TeeGrizzley
766,CaptainMyko,227130105,189600,45370,1197,49347,40940,TRUE,FALSE,German,CaptainMyko
767,looksam,227074425,93825,13630,2420,302952,12085,TRUE,FALSE,Korean,룩삼 (looksam)
768,itsRyanHiga,226901745,121635,9178,1865,759119,61767,TRUE,FALSE,English,itsRyanHiga
769,Sanchovies,226340550,119610,11553,1892,354765,48909,TRUE,FALSE,English,Sanchovies
770,Ko0416,226136055,219300,4819,1031,116373,1590,TRUE,TRUE,Chinese,Ko0416
771,AgenteMaxo,226062360,90435,47880,2499,1119794,219187,TRUE,FALSE,Spanish,AgenteMaxo
772,unicornio,225844320,64665,13321,3492,852589,204587,TRUE,FALSE,Spanish,unicornio
773,clutch_fii,225448950,200610,11854,1123,111084,61407,TRUE,FALSE,Japanese,clutch_fii
774,BigIraq,225019275,167340,5512,1344,131814,60251,TRUE,FALSE,English,BigIraq
775,oestagiario,224568570,97305,14169,2307,256523,56042,TRUE,TRUE,Portuguese,oestagiario
776,starsmitten,224498415,107850,16147,2081,311008,42883,TRUE,FALSE,English,starsmitten
777,forg1,224459520,101175,44792,2218,159943,58598,TRUE,FALSE,Spanish,forg1
778,zondalol,224027550,199860,13232,1120,169750,34405,TRUE,FALSE,Chinese,美女 (zondalol)
779,wpghd321,223948635,138180,31420,1620,341822,45152,TRUE,FALSE,Korean,류제홍_ (wpghd321)
780,WankilStudio,223939380,21675,26399,10331,1101859,137064,TRUE,FALSE,French,WankilStudio
781,crokeyz,223641960,111510,5274,2005,103883,9838,TRUE,FALSE,English,crokeyz
782,iNoiizY,222981570,146250,6869,1524,133172,31771,TRUE,TRUE,German,iNoiizY
783,Moose_Taffy,222616260,217845,8783,1021,137208,43817,TRUE,FALSE,English,Moose_Taffy
784,ImSoFresh,222226215,121680,17856,1826,174379,20971,TRUE,FALSE,French,ImSoFresh
785,RazaH,222073440,153570,14089,1446,177999,23857,TRUE,FALSE,Portuguese,RazaH
786,Klean,221935740,167790,16765,1322,383867,23622,TRUE,TRUE,English,Klean
787,Move_Mind,221677485,86280,23185,2569,182948,31284,TRUE,TRUE,Portuguese,Move_Mind
788,PointCrow,221651730,84120,19187,2634,496792,175585,TRUE,FALSE,English,PointCrow
789,Surefour,221306880,115350,27845,1918,440878,43368,TRUE,TRUE,English,Surefour
790,crazzyccat,221113350,236865,3048,933,83320,7405,TRUE,FALSE,Korean,크캣66 (crazzyccat)
791,zwebackhd,220239555,103665,7527,2124,318722,40407,TRUE,FALSE,English,zwebackhd
792,Faux,219903300,139545,17795,1575,277338,11900,TRUE,TRUE,English,Faux
793,AQUINOby2002,219312240,58005,11477,3780,595961,226819,TRUE,FALSE,Spanish,AQUINOby2002
794,Esportmaniacos,219045225,181500,15608,1206,167030,25221,TRUE,FALSE,Spanish,Esportmaniacos
795,LUZU_TV,218923875,105285,10317,2079,195171,182389,FALSE,TRUE,Spanish,LUZU_TV
796,Fakturka,218495310,122745,9991,1780,56005,41596,TRUE,FALSE,English,Fakturka
797,MurderCrumpet,218437830,121815,10996,1793,92666,22981,TRUE,TRUE,English,MurderCrumpet
798,Mayichi,218236905,89265,51478,2444,1684296,484341,TRUE,FALSE,Spanish,Mayichi
799,WorldofTanks,217949775,34425,43799,6331,345221,91518,TRUE,TRUE,English,WorldofTanks
800,Faker,217814535,8760,46861,24864,3842918,149361,TRUE,FALSE,Korean,Faker
801,MasterSnakou,217764900,108045,9166,2015,527524,23234,TRUE,TRUE,French,MasterSnakou
802,qq7925168,217621830,114075,6991,1907,73429,10044,TRUE,FALSE,Chinese,薛喜 (qq7925168)
803,syaruru3,217599885,152310,11406,1428,75366,25013,TRUE,FALSE,Japanese,しゃるる (syaruru3)
804,katoo,217538505,159645,11159,1362,326803,130214,TRUE,FALSE,German,katoo
805,Mongraal,217280775,32145,45917,6759,5321206,362438,TRUE,FALSE,English,Mongraal
806,paivinha29,217020675,112875,9815,1922,152819,106547,TRUE,FALSE,Portuguese,paivinha29
807,Alexclick,216700830,56640,17642,3825,177749,5920,TRUE,TRUE,French,Alexclick
808,polsatgames,216100800,90000,13577,2401,265187,29721,TRUE,FALSE,Polish,polsatgames
809,SirMaza,216031500,105120,10213,2055,223171,129095,TRUE,FALSE,Spanish,SirMaza
810,Dracon,216014880,117660,8762,1835,54300,12092,TRUE,FALSE,German,Dracon
811,SaltyBet,215987430,524865,1665,411,305121,23245,TRUE,FALSE,English,SaltyBet
812,8cho,215864415,79665,22334,2709,1322073,327858,TRUE,FALSE,Spanish,8cho
813,Gosu,215860215,79275,19771,2722,1992779,109529,TRUE,FALSE,English,Gosu
814,s1mple,215737215,9480,60012,22757,3299295,414959,TRUE,FALSE,English,s1mple
815,ttv_bolin,215707275,151215,11585,1426,82751,78870,TRUE,FALSE,Chinese,波靈 (ttv_bolin)
816,Nisqyy,215624625,59490,20429,3624,269312,108367,TRUE,FALSE,French,Nisqyy
817,DanucD,214957920,134955,6638,1592,758674,76390,TRUE,FALSE,English,DanucD
818,kamikpro,214473420,101580,17923,2111,178459,25309,TRUE,FALSE,Russian,kamikpro
819,gskianto,213946185,250680,6620,853,739679,84463,TRUE,TRUE,Italian,gskianto
820,dogswellfish,213923415,185055,4187,1155,226074,-1807,TRUE,FALSE,Korean,개복어 (dogswellfish)
821,Replays,213158805,151170,11257,1410,1391716,170691,TRUE,FALSE,English,Replays
822,Papaplatte,212971080,38835,16424,5483,1570717,19631,TRUE,FALSE,German,Papaplatte
823,WeAreTheVR,212896260,88710,14882,2399,556008,49721,TRUE,TRUE,Hungarian,WeAreTheVR
824,Trey24k,212191350,143190,10181,1481,142118,91816,TRUE,TRUE,English,Trey24k
825,agustin51,212030175,63765,30795,3325,585786,557171,TRUE,FALSE,Spanish,agustin51
826,Smzinho,211761615,136485,8927,1551,828011,244986,TRUE,TRUE,Portuguese,Smzinho
827,Xayoo_,211421565,11070,45744,19098,929237,58780,TRUE,FALSE,Polish,Xayoo_
828,mang0,211211130,171540,8882,1231,490691,45488,TRUE,TRUE,English,mang0
829,snoodyboo,211037820,110175,8809,1915,125356,20217,TRUE,FALSE,Spanish,snoodyboo
830,TinaKitten,210742380,24180,53084,8715,1276550,283579,TRUE,FALSE,English,TinaKitten
831,Nazori,210278505,173520,8536,1211,51895,35953,TRUE,FALSE,English,Nazori
832,Taylor_Jevaux,210101325,61860,19400,3396,1703347,165430,TRUE,FALSE,English,Taylor_Jevaux
833,Dendi,210099360,55920,12982,3757,993105,113642,TRUE,FALSE,English,Dendi
834,Alinity,209848980,42075,18243,4987,1477143,40467,TRUE,FALSE,English,Alinity
835,AbdulHD,209808765,77730,8999,2699,365729,29437,TRUE,FALSE,English,AbdulHD
836,Harmii,209574045,161010,6927,1301,590246,94203,TRUE,FALSE,German,Harmii
837,RocketBaguette,209440560,42000,28815,4986,292116,52660,TRUE,FALSE,French,RocketBaguette
838,Mendo,209366505,167610,24903,1249,674715,49350,TRUE,TRUE,English,Mendo
839,Diables,209235585,99480,9355,2103,217756,41543,TRUE,FALSE,Polish,Diables
840,Noko,209047515,156150,19851,1338,365119,64998,TRUE,TRUE,English,Noko
841,RiotGamesTurkish,209034825,28950,43356,7220,833355,35430,TRUE,FALSE,Turkish,RiotGamesTurkish
842,TrilluXe,209009370,106275,8170,1966,497535,7729,TRUE,TRUE,German,TrilluXe
843,magenta62,208744875,89010,13410,2345,395449,145713,TRUE,FALSE,Korean,마젠타_ (magenta62)
844,Arthars,208437345,173490,22227,1201,98903,35853,TRUE,TRUE,English,Arthars
845,Dekarldent,208330620,83775,7563,2486,74602,6663,TRUE,FALSE,German,Dekarldent
846,oniyadayo,208213980,31335,31876,6644,205048,82394,TRUE,FALSE,Japanese,おにや (oniyadayo)
847,TheChief1114,207190500,84480,13016,2452,228243,26492,TRUE,FALSE,English,TheChief1114
848,GeneraL_HS_,207134265,164700,8272,1257,109240,28624,TRUE,FALSE,Russian,GeneraL_HS_
849,Masayoshi,207031995,58365,30581,3547,562579,84303,TRUE,FALSE,English,Masayoshi
